36	0.01
70	0.01
117	0.0055
173	0.008
185	0.008
195	0.011
237	0.005
260	0.0025
284	0.005
327	0.0015
365	0.002
381	0.002
479	0.001
541	0.001
565	0.002
580	0.001
635	0.003
714	0.002
723	0.003
730	0.001
747	0.002
759	0.002
768	0.004
777	0.0015
819	0.002
859	0.0025
896	0.002
1158	0.004
1176	0.003
1216	0.002
