310.0 -94.8 5.5 -5.9 7.1 -15.1 -12.2 39.5
-94.8 230.0 29.8 7.6 1.6 13.1 5.7 7.9
5.5 29.8 0.0 -58.9 -1.2 -9.3 3.4 1.4
-5.9 7.6 -58.9 180.0 -64.1 -17.4 -62.3 -1.6
7.1 1.6 -1.2 -64.1 405.0 89.5 -4.6 4.4
-15.1 13.1 -9.3 -17.4 89.5 320.0 35.1 -9.1
-12.2 5.7 3.4 -62.3 -4.6 35.1 270.0 -11.1
39.5 7.9 1.4 -1.6 4.4 -9.1 -11.1 505.0
